EVEN_NM,EVENT_TME_DC,EVEN_BGN_DT,EVEN_END_DT,HSTN_INSTT_NM,EVEN_PLAC_NM,EVENT_DETAIL_DC
제2회 안동국제무용페스티벌,,2001-10-08,2001-10-09,,안동시 낙동강변 수변무대,"한국-김현숙무용단, 양정수밀 레현대무용단, 김복희 무용단, 정숙희솔뫼 무용단, 임혜자무용단 등 태국 — Chanigan Chuenboonchu 프랑스 - Elga wolliaston현대무용단 일본 - Kamizawa Kazuo무용단 우크라이나-Kiev Saxophone콰르넷"
제3회 부산소극장연극페스티벌,,2001-10-11,2001-11-18,,"부산, 부산문화회관 소극장",〈콘택트렌즈 또는 사소한 사건〉등 3개 작품
경기도희곡작가연극제,,2001-10-12,2001-12-15,,"군포, 군포시민회관 소공연장",희곡작가 임 규의 작품을 극단 ‘촌벽’과 ‘연극마을’이 공연
2001 전주세계소리축제,,2001-10-13,2001-10-18,,"전주, 전주 소리문화의전당, 전북대 문화관, 전북예술회관 등지","헝가리 극단 ‘Maskaras’의 퍼포먼스 등 소리와 음악, 공연의 축제"
2001 서울공연예술제,,2001-10-14,2001-11-17,,"서울, 세종문예회관, 문예회관, 동숭홀 등지","공식초청작 9개, 공식참가작 15개, 자유참가작 21개, 해외초청작 2개 작품"
제5회 전국대학무용대제전,,2001-10-15,2001-10-17,,강원대 백령문화관,후원-강원대예술대학
제15회 부산청소년연극제,,2001-10-23,2001-10-30,,"부산, 부산 눌원소극장",부산전자공고〈물 속의 땅〉등 6개 작품
제5회 전국청소년연극제,,2001-10-27,2001-11-04,,"서울, 예술의전당 자유소극장",전국 16개 지역에서 선발된 총 18개 작품들의 경연
제21회 울산예술제,,2001-11-00,2001-11-00,,"울산, 울산문예회관",극단 ‘푸른가시’〈용띠 위에 개띠〉등
충북대학연극축전,,2001-11-05,2001-11-07,,"청주, 청주예술의전당 소공연장",청주대 극연구회〈체어〉등 3개 작품
제11회 아시테지인천청소년연극제,,2001-11-08,2001-11-19,,"인천, 인천문화회관 소극장",인항고〈유리로 만든 벽〉등 인천시내 고교 10개 팀 참가
제3회 전주YWCA청소년연극제,,2001-11-10,2001-11-10,,전주,전주 유일여고 ‘느릅’〈늘 그런 세상이라면…〉등 5개 팀 참가
2001 부산소극장페스티벌,,2001-11-16,2001-11-25,,"부산, 연당, 자유바다, 가마골소극장",극단 ‘동녘’〈마왕〉등 5개 작품
빛고을인형극제 2001,,2001-11-22,2001-11-25,,"광주, 광주학생 교육문화회관, 광주 YWCA 대극장",극단 ‘각시놀이’〈잊혀진 자들의 영혼을 위하여〉등 14개 작품
소리문화의 전당 송년기획페스티벌,,2001-11-24,2001-12-31,,"전주, 한국 소리문화의전당 모악당",‘미루 스테이지’〈도깨비 스톰〉등 4개 작품
제4회 변방연극제,,2001-11-26,2001-12-16,,"서울, 아룽구지소극장, 문예회관 소극장","<사랑, 첫 이미지 - 꿈 > 등 7개 작품"
2001 Next Wave Dance Festival,,2001-11-28,2001-11-29,,문예회관 소극장,"홍선미〈피노키오〉, 국은미〈간- 동. 정. 시〉, 류석훈〈아버지의 시〉, Shigemi Kitamura <I.d>, Ya Jo Lo (Dream Body)"
제11회 처용연극제,,2001-12-01,2001-12-06,,"울산, 울산문예회관 소공연장",극단 ‘푸른가시’〈비언소〉등 4개 팀
제11회 목련연극제,,2001-12-05,2001-12-30,,"대구, 연인무대소극장, 예전소극장",극단 ‘여명’〈누가누구?〉등 6개 작품
딴짓축제 2인극페스티벌,,2001-12-08,2001-12-30,,"서울, 상명소극장",〈건축사와 아씨리 황제〉등 4개 작품
제5회 광주청소년마당극제,,2001-12-09,2001-12-09,,"광주, 광주 YWCA 대강당",광산중 연극반〈타임머신〉등 8개 작품
파스페스티벌 （2회）,,2001-12-10,2001-12-14,,"전주, 한국소리문화의전당 명인홀",극단 ‘수레무대’가 요일별로 달리 꾸미는 소극페스티벌
거창겨울연극제 2001,,2001-12-14,2001-12-16,,"거창, 거창 입체예술극장",청소년연극제와 어린이연극제로 나누어 개최
비포장연극제,,2001-12-15,2002-01-17,,"서울, 원형무대소극장",극단 ‘원형무대’〈사리타〉등 4개 작품
전주예술제,,2001-12-19,2001-12-19,전북대 예술문화연구소,전북대 삼성문화회관,"현대무용단 자유, 밀물현대무용단, 새암무용단, 손정자발레단, 이경호한국무용단 등"
혜화동일번지 3기동인 페스티벌,,2001-12-19,2002-01-20,,"서울, 혜화동일번지",신기루만화경 ＜바늘구멍사진기＞ 등 5개 극단 5개 작품
제11회 제주도소극장축제,,2001-12-22,2001-12-30,,"제주, 제주문예회관 소극장",극단 ‘세이레’〈들불〉등 4개 작품
비포장연극제,,2002-02-02,2002-02-28,,"서울, 원형무대소극장",＜모로코 사람들에게로 가기＞ 등 4개 작품
제4회 세계해외명작단막선,,2002-03-05,2002-03-28,,"서울, 문예진흥원 예술극장 소극장",일본 기노시다 준지의 ＜유즈루＞ 등 4개국 4개 작품
인천연극제 2002,,2002-03-15,2002-03-31,,"인천, 인천종합문예진흥원 예술극장 소극장, 인천문화회관",극단 아프로디테 ＜가스펠＞ 등 6개 작품공연
하이너 뮐러 페스티벌,,2002-03-15,2002-04-21,,"서울, 단막극장",＜낯선 프롤로그＞ 등 4개 작품
2002 신춘단막선,,2002-03-21,2002-03-24,,"서울, 문예진흥원 예술극장 소극장","＜이럴수 있나요?＞ 등 5개 작품（당선자 : 마미성, 김현철, 김재엽, 최원종）"
제16회 광주연극제,,2002-03-22,2002-03-25,,"광주, 광주문예진흥원 예술극장 소극장",＜사네 또 사네＞ 등 4개 작품공연
제4회 댄스2000 페스티벌,,2002-03-25,2002-04-13,,씨어터제로,"""3.25 - 26 최은용 ＜기억 속으로＞ 등"
2002의정부음악극축제,,2002-04-03,2002-05-11,,"경기도（의정부）, 의정부 예술의전당",러시아 타강카 ＜마라와 사드＞ 등 12개 작품
국립극장 사랑대축제,,2002-04-09,2002-06-05,,"서울, 국립극장 전공연장",＜기생 비생＞ 춘향전 등 8개 작품공연
제20회 부산연극제,,2002-04-11,2002-04-30,,"부산, 부산문화회관, 금정 문화회관, 경성대",＜이씨전기＞ 등 13개 작품공연
제20회 경기도연극제,,2002-04-14,2002-04-20,,"경기도（안양 김포, 안산 광명 군포, 부천, 의정부, 성남 경기, 안성, 용인）, 용인문화회관 外(외) 10개 지역 공연장",믈뫼극단 ＜저 청솔가지 끝에 달아＞ 등 11개 작품
제20회 경상남도연극제,,2002-04-14,2002-04-24,,"경남（거창）, 거창문화센터",극단입체 ＜희미한 옛사랑의 그림자＞ 등 11개 작품
제20회 전남연극제,,2002-04-18,2002-04-23,,"전남（광양）, 광양문예회관",＜이(爾)＞ 등 6개 작품공연
"3.28 - 29 류주연 ＜피그말리온＞ 등 3.31 - 4.1 정재연 ＜오블리비아래＞ 등 4.3 - 4 장윤기 ＜물고기가 꾼 꿈＞ 4.6 - 7 정수미 ＜나?… 나!＞ 4.9 - 10 전석 ＜소주&서른, 그러나＞ 등 4.12 - 13 김현화 ＜얇은 경계선＞ 등"" 2002 국제 현대무용제",,2002-04-23,2002-04-29,,"문예진흥원예술극장 대, 소극장","""4.24 개막식, Ballet ed Larraine, Folkwang Tanzstudio 4.25 전연희, Kosei Sakamoto. 박인숙지구댄스시어터 4.26 방희선무용단, 툇마루무용단, LDP, Wally Cardonna 등"
2002전주행위예술제,,2002-04-27,2002-04-28,,"전북（전주）, 전주영화의거리 축제마당",이건용 ＜척추＞ 등 5개 작품
경기국제인형극제2002,,2002-04-29,2002-05-06,,"경기도 일대, 경기문화재단 다산홀, 수원효원공원, 군포문화센터, 안산 화랑유원지",＜서산 박첨지놀이＞ 등 7개 작품공연
2002분당한일어린이극가족축제,,2002-04-29,2002-05-10,,"경기도（분당）, 분당롯데백화점 전용극장",소리극단 ＜인형극 피노키오＞ 등 3개 작품
제19회 대구연극제,,2002-04-30,2002-05-08,,"대구, 대구문예회관 대극장",＜다시라기＞ 등 4개 작품공연
"4.27 안신희, 안성수, 밀레현대무용단, 양성희 등 4.28 정귀인&부산현대무용단, Ritsuko Tsumaki 등 4.29 신인데뷰전, 숨, 아트엔터테인, D. A V. E 등"" 임프로비제이션 댄스 페스티벌",,2002-04-30,2002-05-03,국제 공연예술프로젝트,문예진흥원예술극장 소극장,4.30 오프닝공연 출연 - 홍신자 5.1컨택트 즉흥공연 5.2릴레이 즉흥공연 5.3크로스오버 즉흥공연
제1회 죽산어린이축제,,2002-05-01,2002-05-31,,"경기도（죽산）, 무천야외극장",무천 ＜봄날의 꿈＞ 등 4개 작품
OFF 대학로 연극 페스티벌,,2002-05-03,2002-06-01,,"서울, 원형무대소극장",＜의자들＞ 등 5개 작품
2002서울공연예술제,,2002-05-04,2002-06-09,,"서울, 문예진흥원 예술극장 외 서울 전지역","공식참가작 6개, 공식초청작 9개, 해외초청작 5개, 자유참가작 25개"
2002 서울공연예술제,,2002-05-04,2002-06-09,,"국립극장, 세종문화회관 문예진흥원예술극장","5.20 - 21 문화재 및 명작무보유자공연 5.23 현대발레갈라 5.25 - 6.2 경연, 5.24 레퍼토리공연 5.26 - 27 재즈댄스페스티벌 6.1 - 2 새로운 무용수를 찾아서 5.13 - 6.7 광화문댄스페스티벌"
2002 춘천국제마임축제,,2002-05-08,2002-05-12,,"강원도（춘천）, 마임의집, 물의나라 꿈의나라극장 등 춘천일대",춘천인형극단 ＜이솝이야기＞ 등 8개국 19단체 19개 작품
제6회 황해연극제,,2002-05-14,2002-06-02,,"인천, 소극장 가온누리",극단동이 ＜나마스테＞ 등 3개 작품
연극 2인극 잔치,,2002-05-17,2002-05-26,,"강원도, 동해공간2 소극장",동해인예총 연극위원회 ＜칠수와 만수＞ 등 2개 작품
제3회 청소년한마음축제,,2002-05-20,2002-05-22,,"충북（청주）, 청주예술의전당 대공연장, 청주시민회관, 충북교육과학연구원","연극 20개팀 등 무용, 미술, 국악 등에서 총 1400여명 참가"
제18회 전북연극제,,2002-05-21,2002-05-26,,"전북（전주）, 한국소리문화의전당 명인홀, 한국소리문화의전당 연지홀",＜종이새＞ 등 6개 작품
남양주 세계야외공연축제2002,,2002-05-24,2002-05-26,,"경기도（남양주）, 북한강 문화관광마을",다산문화유적지 등 28개 작품공연
제13회 서울인형극제,,2002-05-24,2002-05-26,,"서울, 복사골문화센터 어린이 극장",조이퍼펫 ＜피터와 늑대＞ 등 5개 작품
서울 프린지페스티벌2002,,2002-05-25,2002-06-15,,"서울, 홍대 인근 및 마포문화체육센터 주변",여백 ＜체홉돋보기＞ 등 15개 작품
내일을 여는 춤,,2002-06-01,2002-06-17,,포스트극장,"6.7 - 8 정혜윤 ＜교방굿거리＞, 송수남 ＜이매방류 살풀이＞ 6.9 - 10 김수경 ＜한영숙류 태평무＞, 한동희 ＜나비춤＞ 6.14 - 15 박선욱 ＜김매자 - 땅에 사람＞,이현자 ＜강선영류 태평무＞ 6.16 - 17 김운선 ＜김숙자류 도살풀이＞, 장금도 ＜민살풀이＞"
2002인천행위예술제,,2002-06-02,2002-06-08,,"인천, 인천월드컵플라자",유진규네 몸짓 ＜신칼＞ 등 23개 작품
제6회 수원화성국제연극제,,2002-06-04,2002-06-13,,"경기도（수원시）, 경기도문예회관, 청소년문화센터",용인개벽극단 ＜무엇이 될꼬하니＞ 등 국내작품 18개 외국작품 4개
제3회 영 • 호남 연극제,,2002-06-07,2002-06-11,,"경남, 경남문예회관",극단 거울 ＜홍도야 울지마라＞ 등 8개 작품공연
인천클라운마임축제,,2002-06-08,2002-06-15,,"인천, 돌체소극장 등 공연장",인천클라운마임협의회 ＜고도를 기다리는 광대＞ 등 9개 작품
마당극퍼레이드,,2002-06-18,2002-06-21,,"광주, 광주 상무공원 내 광주프라자",＜쪽빛황혼＞ 등 4개 작품
2002인천청소년연극제,,2002-06-18,2002-07-16,,"인천, 수봉문화회관 소극장",＜우리들의 일그러진 영웅＞ 등 인천지역의 18개 고등학교 학생 연극반 참가
제9회 민족춤제전,,2002-06-18,2002-06-19,,리틀엔젤스예술회관 인천문예회관,"주제 - 축구공은 둥글다, 춤과 함께하는 글로벌순례 일본 시게루 요코이. 이영희, 김현숙 등"
제6회 전국주부연극제,,2002-06-20,2002-07-05,,"서울, 경복궁내국립민속박물관 강당",강남극단 등8개작품
평론가가 뽑은 젊은 무용가 초청공연,,2002-06-20,2002-06-23,,문예진흥원예술극장 대극장,"""6.20 김윤수, 김선아, 김성옥"
제11회 제주연극제,,2002-06-21,2002-06-23,,"제주도, 제주문예회관",극단 아라 ＜꽃마차는 달려간다＞ 등 3작품
제20회 충남연극제,,2002-06-22,2002-06-24,,"충남（공주）, 공주문예회관",젊은무대 ＜하녀들＞ 등 2개 작품
제10회 젊은연극제,,2002-06-24,2002-07-01,,"서울, 국립극장 별오름극장 外(외) 8개 공연장",＜뤼시스트라테＞ 등 34개 작품
"6.21 김윤수, 김선아, 김성옥, 김효진 6.22 김효진, 임효진, 고정연, 김은희 6.23 임현미, 고정연, 김은희"" 창무국제예술제 2002",,2002-06-28,2002-07-08,,호암아트홀,"""7.1 일본 오노 요시토, 창무회"
"7.2 - 3 일본 산카이 준쿠 무용단 7.4 - 5 중국 북경현대무용단, 전미숙무용단 7.6 박인자발레단"" 드림&댄스비젼",,2002-06-30,2002-07-08,,포스트극장,"6.30 축하공연 - 신은주, 고홍녀, 라틴댄스 등 7.1 - 2 오은아, 이주희, 박수진 7.5 - 6 김종필, 송성아, 지민혜 7.7 - 8 정수연 + 한효림, 길현장, 허경미"
2002민속큰잔치 주부연극제 -전국주부연극제,,2002-07-01,2002-07-09,,"서울, 국립민속박물관 강당",여성극단（과천） ＜옹고집전＞ 등 5개 작품
제12회 경기도 아마추어 연극제,,2002-07-02,2002-07-06,,"경기도（의정부）, 의정부 예술의전당","푸른무대 ＜싸움터의 산책＞ 등 도내 31개 시,군에서 24개팀 참가"
제13회 경상북도연극제,,2002-07-02,2002-07-06,,"경북（청도 상주, 경주, 포항, 안동）, 청도군민회관 外(외) 4개 지역 공연장",한내극단 ＜허탕＞ 등 5개 작품
부산여름무용축제,,2002-07-03,2002-07-07,,"경성대, 해운대야외공연장",7.3 무용실기강습회 7.6 중견무용가 공연 7.7 야외공연
제11회 대전광역시연극제,,2002-07-05,2002-07-10,,"대전, 대전시민회관 대극장",＜돼지사냥＞ 등 5개 작품공연
연출가 데뷔전,,2002-07-09,2002-07-28,,"서울, 혜화동일번지",＜베드섹터＞ 등 6개 작품
경기북부 청소년연극제,,2002-07-16,2002-07-19,,"경기도（의정부）, 의정부 예술의전당",포천종합고 ＜귀향＞ 등 7개 학교 7개 작품
우수마당극퍼레이드,,2002-07-20,2002-07-28,,"서울, 국립극장 하늘극장",놀이패 신명 ＜꽃등 들어 님 오시면＞ 등 4개 작품
2002춘천국제연극제,,2002-07-24,2002-07-29,,"강원도（춘천）, 춘천문예회관 外(외) 2개 공연장","Thag Theatre（독일） ＜수업＞ 등 국내작품 5개, 외국작품 13개"
제4회 부산소극장연극페스티벌,,2002-07-25,2002-08-20,,"부산, 부산시립극단",미친키스 등 3개 작품
2002 KADF 국제하계현대무용페스티벌,,2002-07-27,2002-08-09,,"세종문화회관 대, 소극장","""워크숍 및 공연"
2002포항바다국제연극제,,2002-07-29,2002-08-05,,"경북（포항）, 환호해맞이공원 내 해변공원 공연장","대학로극장 ＜삽 아니면 도끼＞ 등 7개 연극작품, 춤페스티벌과 경북타악기 협회의 공연"
제7회 기장갯마을마당극축제,,2002-08-01,2002-08-03,,"부산, 일광해수욕장 특설무대",극단 날마다 좋은날 ＜품바＞ 등 3개 작품
제14회 거창국제연극제,,2002-08-01,2002-08-17,,"경남（거창）, 수승대야외극장, 축제극장, 감나무 극장, 거북극장, 거창문화센터, 위천극장, 은행나무야외극장",러시아 유고자파드극단 ＜결혼＞ 등 26개 작품
제19회 강원연극제,,2002-08-03,2002-08-06,,"강원도（평창）, 평창문예회관",＜언챙이 곡마단＞ 등 4개 작품공연
제15회 전국민족극한마당,,2002-08-08,2002-08-11,,"경북（성주군）, 경북 성주군 성밖숲, 심산기념관",＜꼬대각시＞ 등 12개 작품
제6회 경상남도청소년연극제,,2002-08-08,2002-08-13,,"경남（거창）, 거창문화센터",거창중앙고 ＜김치국씨 환장하다＞ 등 6개 작품
춘천인형극제2002,,2002-08-08,2002-08-15,,"강원도（춘천）, 춘천인형극장 外(외) 7개 공연장",＜왕자와거지＞ 등 52개 작품공연
